video_id,chunk_id,text,subject
6,6_13,more and more ai agent across all of the use not just ai ops and item and definitely if you are interested in being a design partner we would love to work with you to sort of figure out what is your use case and how we can build ai agent to solve your problem reduce mttr in your behalf awesome this wa just a kind of very snippet small snippet of what were working on and were going to bring you more of these kind of episode that you can get up to speed on also you can go to servicenowcom our main page is loaded with not a lot of new use case that we are working on youll get you up to speed and danika thank you for being here today and were going to get you back here soon when you have some agent out there working for our customer but yeah thanks a lot for being here thanks for everyone for listening in until the next episode bye for now thank you,Creating an agentic AI framework for observability
7,7_0,hi everyone welcome to another episode of the podcast im your host bobby brill and today were going to speak with the multimedia team the team that creates the multimedia bit the video and some of the infographics and all the graphic you see on the dock page and the youtube channel and our community channel that content that help you learn how service now work and were going to talk with macy douglas and dana haynes and im going to chime in myself a im on the multimedia team and were going to talk about how we make all that content to scale a quickly and efficiently and a perfect a possible for you the customer so dana tell u a little bit about your role here and all that you do to create a lot of the content we see well i help manage a vendor program where we are working with a third party vendor to help u create video and then also i run a program where we are training technical writer how to design visual content for their documentation page also macy im going to talk to you a well,Creating Multimedia Content at Scale with AI
7,7_1,a program where we are training technical writer how to design visual content for their documentation page also macy im going to talk to you a well but first introduce yourself and tell u a little bit about your role here okay my name is macy douglas and im a manager on the multimedia team ive been working with dana for the last seven year but ive been a part of service now for almost eight year now your expertise really is in the management and the workflow and youve got a really heavy strong knowledge of service now talk a little bit about how that came about since ive been with service now for almost eight year a lot of it ha come naturally just from working on various video on different product throughout the time of my eight year here ive been here since the helsinki release and one thing that i did here at service now wa i got really interested in the development of at the time it wa the drink your own champagne campaign we did internally and i kind of took our video asset,Creating Multimedia Content at Scale with AI
7,7_2,really interested in the development of at the time it wa the drink your own champagne campaign we did internally and i kind of took our video asset management that wa on a spreadsheet and put it onto service now so that really also just the self teaching that really helped me learn a lot about the service now platform itself and my name is bobby brill and ive been a video producer for the last 15 year and here now at service now im what we call a content producer so were helping to create the video develop the voice over program and help to create a visual representation of what the writer are putting down in the dock page a another learning tool to help solve customer issue so that they can use the product efficiently and effectively so macy give u a walk through on how were building video content because it not a simple a just setting up a camera and recording it a little bit different correct it actually the exact opposite we dont use any kind of camera to record anything all of,Creating Multimedia Content at Scale with AI
7,7_3,up a camera and recording it a little bit different correct it actually the exact opposite we dont use any kind of camera to record anything all of our video are done on the product itself we use we do screen demo product recording at least for this year our goal is to create over 400 piece of content whether thats a video an infographic or what we call procedure video 400 video thats a herkyl and feed so our customer really love video they want to see visual example in our documentation it something that theyre consistently asking for so macy walk u through a really the person who helping to push the content forward and helping to develop workflow and bringing all the piece together those little intricacy that help u to make the best multimedia content possible so the multimedia team is kind of like an inhouse video production team with the added benefit of we know service now so we produce content exclusively for the product documentation site and we also publish our content to the,Creating Multimedia Content at Scale with AI
7,7_4,the added benefit of we know service now so we produce content exclusively for the product documentation site and we also publish our content to the service now documentation youtube channel our team is made up of script writer who have a more traditional maybe they have a traditional background in writing or learning and then we have content producer who have a traditional background in video editing audio production video like live video production animation and then we have people on the team that are a little bit of both which is like which is something that dana specializes in shes really good at both thing so what we do is we create the video and infographics that help explain the various product that service now offer those get put on the documentation page and then like i said pushed out to youtube a well our goal this year is to create over 400 piece of content so whether that be we do infographics we do video that are around three to five minute that kind of explain an,Creating Multimedia Content at Scale with AI
7,7_5,is to create over 400 piece of content so whether that be we do infographics we do video that are around three to five minute that kind of explain an overview of a product or maybe show you how to get started with it and then we also do procedure video which are short less than a minute video that demonstrate a quick task on a task page on the documentation so it showing you maybe 10 step of how to configure something or set something up so getting that content into a video script we have a lot of way of doing that is there any tool that were using that help u to create faster and at scalable and also kind of stay on tone ill talk specific to procedure video so again those are short one minute video that demonstrate a procedure on a task page in our documentation and typically the way those are written is it very like create to create a new page you create this select that submit this and then youre done it very straightforward so to get the right tone for our video and to match a,Creating Multimedia Content at Scale with AI
7,7_6,a new page you create this select that submit this and then youre done it very straightforward so to get the right tone for our video and to match a more casual empathetic human tone for a voiceover were using tool like gemini or writer and sometimes even copilot we can continue to prompt it until we get a voiceover tone that match something that were trying to put in our video so instead of select this new page we might want to say select this page so you can create your new team workspace one of the thing that weve been doing a lot more of the past couple of year is working closer with the technical the documentation writer and but we really put them in a place of hey youre the expert and can you teach me quickly because im not going to go spend hour and hour researching this and learning exactly how to do it so if they can teach me quickly i can put that into a script im just mirroring what theyre giving to me one thing ive seen with those tool is like the gemini or copilot is they,Creating Multimedia Content at Scale with AI
7,7_7,i can put that into a script im just mirroring what theyre giving to me one thing ive seen with those tool is like the gemini or copilot is they lean more towards like the marketing side which we really try to avoid and it help a lot when were prompting the tool they hey i want this to be 90 technical and 10 friendly and i find like that those number right there even though it sound super skewed towards the technical it is just sweet spot for our script but ai tool ha so much context a to how customer are using a product or why they even are purchasing the product to begin with and having that little bit of background information really help write the script using writer and gemini tool like those help really help u get the script to a point where we need it to be to create a voiceover but honestly bobbi i feel like youre more of the expert and you could speak more to that and how youre using writer or gemini or any other ai tool to create script from technical documentation page it,Creating Multimedia Content at Scale with AI
7,7_8,and you could speak more to that and how youre using writer or gemini or any other ai tool to create script from technical documentation page it fascinating when you use these tool from a video producer stan point and dana i think youll agree with this well were always working on time were always working on how long is this going to take how long doe this much dialogue actually equate to in minute on screen and so these tool have been great for u to take something technical which may be worthy because youre not reading it but now youre going to hear it and were able to use these tool to make it concise make it friendly sometimes were having to add more friendly thing at the end of the video and try it out or thing that help make the voiceover feel like a guiding voice along with giving you the answer you need because it such a it a fun way to now make video now it new that youre creating on the fly well how do you do that how do you youre using a computer generated voice how do you,Creating Multimedia Content at Scale with AI
7,7_9,way to now make video now it new that youre creating on the fly well how do you do that how do you youre using a computer generated voice how do you make that sound friendly and appealing to somebody it pretty fascinating how good the tool have been so like im literally sitting in a voiceover booth with all the voiceover thing to do voiceover but now were using ai tool to make that consistent and once you start using these ai tool and finding the right tweak a were all finding with all these ai tool were getting the tone we like were getting those inflection were getting not so much drama but were getting the really warm and fuzzy guiding tone that we like and that really help bring a level of consistency to the content so that when youre watching maybe a series of video you can feel confident that what youre hearing and what youre being told is the right answer and one of the tool were using well said really weve been working with them a bit to help tweak that out and really get,Creating Multimedia Content at Scale with AI
7,7_10,told is the right answer and one of the tool were using well said really weve been working with them a bit to help tweak that out and really get these sound and rendering of our terminology and our acronym so that it sound like youre having that guiding voice with you at all time when we look at it from a video perspective voiceover and music were kind of that icing on the cake where if it wa a training video you should be able to follow along and the music and the voiceover wa there to ensure that you were getting a high quality product but now when we think about thing like accessibility and having that guide with u it make it so much better to have a good voice consistently and easy to adjust later a through the process maybe the step change weve got the ability to give our customer everything they need to have success with this maybe only a one minute video you said youve been working with well said weve and we have implemented well said for two year now it ha been your favorite,Creating Multimedia Content at Scale with AI
7,7_11,only a one minute video you said youve been working with well said weve and we have implemented well said for two year now it ha been your favorite change with that tool because a we know thing are like evolving so quickly i think the biggest change in using well said and now that were in using an ai tool is just the speed of being able to update the copy a it were because our script are always changing the release date is always changing the content and the step may change a the developer and the writer change it we can go back in and still stay on tone and feeling by just removing line here and there from the script and updating that it make it very seamless when we deliver thats the biggest change in using a tool like well said or any ai tool from when we were using human voiceover a somebody who done voiceover you do it in the morning it sound different than it doe in the afternoon and if youre sick there are those subtle tweak that can slow down production and when were trying,Creating Multimedia Content at Scale with AI
7,7_12,it sound different than it doe in the afternoon and if youre sick there are those subtle tweak that can slow down production and when were trying our best to get a much useful information out to the customer quickly a possible we need that consistency and we need that speed i remember recording voiceover they see remember when we would sit in the room there would be three of u one wa that person that wa actually doing the dialogue and then we had one person that wa in charge of recording and then the other person that would watch the script and make sure the word are being said correctly i remember one time like my stomach wa just growling and we had to like rerecord stuff over and over and im like oh sorry and thats if i hit my mic oh man we screwed it up weve got to go all the way back again and youre getting in that flow of doing thing that it can be difficult within the department were all working together we can reach out to each other we have our tool that we can use and we can,Creating Multimedia Content at Scale with AI
7,7_13,that it can be difficult within the department were all working together we can reach out to each other we have our tool that we can use and we can change thing on the fly but like many production house youre working with one of our vendor and helping to guide and empower some of our vendor to use the tool were using to then stay on brand and stay consistent and deliver additional product can you walk u through how that ha worked not only just with the ai tool but in general how thats changed in the last few year a weve developed a better relationship and workflow with our vendor well when were working with the vendor it very interesting in these dynamic that we have i mean the three of u work together where a team we can reach out and actually working with the vendor is very very similar they are truly an extension of our team we meet chris another guy on our team we meet with the vendor one to week and we just see where were at i mean truly i dont like to use the word it like family,Creating Multimedia Content at Scale with AI
7,7_14,another guy on our team we meet with the vendor one to week and we just see where were at i mean truly i dont like to use the word it like family but it really is thats not a bad thing thats a good thing yeah and it really help the dynamic and one of the we talk about workflow so we have a script ready we have a demo ready and were ready to pas it off to them and i really think one of the biggest change weve had in the past couple of year and working with them is they are able to look at a first cut that is done from one of their editor and say oh no this isnt right i just know theyre not going to like this theyre not going to approve it and that ha helped tremendously so because we have that closer relationship they know what we want and theyre able to be like nope change that so they use the same program we use and they use the same tool so like inside of the program for instance we use adobe premiere pro and we heavily rely on library so our internal video editor have developed a,Creating Multimedia Content at Scale with AI
7,7_15,so like inside of the program for instance we use adobe premiere pro and we heavily rely on library so our internal video editor have developed a big library of mogarts and we share that with the video vendor and they just take those and run and that ha helped our video have this look and their video would be like over here and it really just brings it together so the more we develop internally and get our process spite the more help them yeah so we have a lot of content to produce and it is a it a shirk you lay in foot to try to do this but im really happy with the team that we have and the tool that we are using and are implementing to help u get to that 400 goal and bobby and macy i think one of the thing our team doe really well is one working together but then also testing new tool and trying new thing because i dont think what we do right now is going to be the same six month from now it is like ever changing so there you go there a quick little peek until how all of this,Creating Multimedia Content at Scale with AI
7,7_16,we do right now is going to be the same six month from now it is like ever changing so there you go there a quick little peek until how all of this content is made and really how it evolving daily and how the team is not only creating the best content but bringing in some of those best tool to utilize ai at it best,Creating Multimedia Content at Scale with AI
8,8_0,hey folk have you ever found yourself scratching your head trying to create a flow chart but getting lost in the process youve got a brilliant idea but turning it into a visual flow chart feel like trying to untangle a mess of wire traditional flow chart tool can be expensive and complicated leaving you feeling stuck and frustrated but fear not because there a revolutionary tool at your fingertip introducing chat gpt chat gpt isnt just for conversation it your secret weapon for creating flow chart in a snap and guess what it completely free without further ado let dive into exploring the process this is perves dharani and you are watching guru tech solution first of all open your web browser you have chat gpt before you we have already decided our topic around which we want to create flow chart a we are interested to create flow chart around discussing the step to carry out an academic research let me paste my copied prompt over here you can see we have asked chat gpt to provide u the,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_1,discussing the step to carry out an academic research let me paste my copied prompt over here you can see we have asked chat gpt to provide u the step for academic research besides we have asked to write step for each research method a we know there are three different research method these include quantitative research followed by qualitative and mix method research once you are done with this typing hit enter and wait for the process to be completed here you can see chat gpt ha created a comprehensive list of step to carry out academic research so this begin with general step in academic research you can see there are different step that start from identifying the research topic and end in reflecting and revising further a per instruction it ha written step for each research method here you can see it started from qualitative research method followed by quantitative research and then it ha listed down the step for mixed method study now we want to create a flow chart for these,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_2,method followed by quantitative research and then it ha listed down the step for mixed method study now we want to create a flow chart for these following step in order to do so again in the prompt bar we will instruct chat gpt to create the flow chart that illustrates step for carrying out academic research besides we have explicitly mentioned to incorporate the above step that ha been created by chat gpt further we have instructed to ensure that related step are placed side by side these prompt will be provided in the description below so you can create your own prompt using these sample once done with typing hit enter and this free ai will create a flow chart for u here you can see the flow chart however we are not done yet in order to have a perfect flow chart we will be converting this flow chart into mermaid code later these code will be pasted in separate free ai to create stunning flow chart let ask chat gpt to provide u the mermaid code for this flow chart here is ai,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_3,code will be pasted in separate free ai to create stunning flow chart let ask chat gpt to provide u the mermaid code for this flow chart here is ai generated mermaid code let u copy this mermaid code from here now here come the next step let open a new tab and this time type drawio from here let hit the very first provided link this will take u to the official page of this completely free ai tool drawio actually generates stunning flow chart so let u open a new separate file and let u set the name a academic research and then hit create so here is the workspace where we will be creating our flow chart a we have already created mermaid code and this is the time to use those code in order to use those mermaid code let hit insert and from here let click advance and then we will click mermaid so this is the space where we will paste our code first let delete the existing code now let press control plus v to paste the code over here then hit create and we are good to go boom here is the,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_4,first let delete the existing code now let press control plus v to paste the code over here then hit create and we are good to go boom here is the flow chart however it is not the final look drawio ha created a comprehensive flow chart for u now you can play around and make change a per the need a detailed flow chart and the connection between each step can be seen this is the time to play around and make some change to make it more appealing first let u make change in the text by clicking here you have got numerous option to play around we can change the font size and let make the font bold this time and we have got many more option so in this way you can make change a per your need and requirement now let click style and make change in color here we have got numerous color option let me apply these color to some of the option and this the final look of the flow chart after choosing various color likewise we can make other change so here in general you will be able to see different,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_5,the final look of the flow chart after choosing various color likewise we can make other change so here in general you will be able to see different shape in order to make these shape part of our flow chart we just need to drag and drop the shape under the general button you will be able to see numerous shape just under this we have got misc here you can see numerous other resource that can be included in the flow chart this time let u insert a table in our flow chart we can do it in a single click of a button further option can be seen over here next the important thing is an option to replace the arrow here we have got different option let u check out arrow style and it can be adjusted in a single click of a button so in this way you can make change to the flow chart manually to make it more appealing once you are done with all these change it time to download the ai generated flow chart in order to do so let click file and from here let hit export and here we have an option to,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_6,change it time to download the ai generated flow chart in order to do so let click file and from here let hit export and here we have an option to download the flow chart in numerous format you can choose your desire format a per the requirement in our case we would prefer to download the flow chart in jpeg once you click you have this option you can choose these option a per the requirement once done hit export and it will be downloaded into your system so let u open it from the system here is the downloaded version of ai generated flow chart you can see this is the stunning flow chart which we have created using chat gpt and draw io completely free now you can manipulate the prompt which we have used and you can create your own appealing flow chart like this in a single click of a button try these step and create your flow chart and let u your thought on it in the comment section if you like the content please dont forget to subscribe guru tech solution for more airelated knowledge,Convert PDF into PowerPoint Presentations for FREE using AI
8,8_7,u your thought on it in the comment section if you like the content please dont forget to subscribe guru tech solution for more airelated knowledge see you in next video bye,Convert PDF into PowerPoint Presentations for FREE using AI
9,9_0,youre listening to accelerate a service now podcast series about achieving your business outcome where we talk about how to get the most value from the now platform hey everyone this is crystal clevver and this is deidrease wear your host and excited to talk to you about servicenow value acceleration solution that include expert service training and impact it give me great pleasure to welcome mike brickner to the show today hi mick hi crystal thanks for having me thank you for being here so why dont you tell me what your role at servicenow entail sure so im a service offering manager in our customer outcome function and specifically i help and manage our service portfolio for our expert service or professional service organization and my role entail designing building launching optimizing and improving and just managing the lifecycle of the different service that our expert service function delivers and our consultant deliver so thats helping identify opportunity for service that are,Service offerings to help your organization achieve its business needs
9,9_1,the different service that our expert service function delivers and our consultant deliver so thats helping identify opportunity for service that are going to bring value to our customer bringing together the different expert across the company to help design and build and then launch those service and then there a continual service improvement aspect of this too where were reviewing service and the different engagement of those service and just looking for opportunity to optimize and improve those service and just bring more value to customer through expert service very good thank you for that so i imagine that there are different type of service youre responsible for can you tell me a little bit more and tell me how theyre categorized yeah when we talk about our service offering and our portfolio of service we typically break them down into three main category so there implementation service advisory service and then optimization and remediation service and we have example of,Service offerings to help your organization achieve its business needs
9,9_2,down into three main category so there implementation service advisory service and then optimization and remediation service and we have example of varying size and scope of offering in each of those category okay so let just start with implementation service and if you could expand on what they are who theyre designed for and what they consist of yeah implementation service are probably our most common service it typically what customer are looking for at some point in their service now journey and probably the most common type of service that our expert deliver it helping customer enable a new solution or maybe expand an existing service now solution that theyre already using but are looking to kind of take it to the next level and these implementation service is really how you get to value right helping enable and deploy service now application on platform and in your instance these are often for net new customer so customer that are new to the platform implementing thing for the,Service offerings to help your organization achieve its business needs
9,9_3,application on platform and in your instance these are often for net new customer so customer that are new to the platform implementing thing for the first time but also existing customer who are expanding on the platform maybe to other workflow area or adopting or implementing more advanced application and process so it really applies across all customer and at some point in your service now journey might need help implementing right and they probably apply to all of our workflow i presume right yeah we have example of service for all of our workflow across the category so if you were to pick one that you could go a little bit deeper on which one would that be in the implementation service area yeah one example that id love to talk about is called implementation design it a newer service and that we put a lot of effort into designing and launching relatively recently this one not a full implementation service instead it focus on understanding the customer desired outcome and then,Service offerings to help your organization achieve its business needs
9,9_4,and launching relatively recently this one not a full implementation service instead it focus on understanding the customer desired outcome and then designing a solution using all the platform capability available a well a like leading practice and design practice to essentially create a design that the customer can take with them and then implement either with expert service or with a partner or maybe they self implement and there multiple reason why customer are looking for a service that focus on the design activity first and only and one could be that they have unclear design requirement or scope so it would be hard to try and estimate like what a full implementation would look like what it would cost the duration of it so you can kind of take a modular approach and start with the requirement and the design first and thats really kind of a key use case and then the customer would have a good understanding of the required investment level and the effort that would go into,Service offerings to help your organization achieve its business needs
9,9_5,kind of a key use case and then the customer would have a good understanding of the required investment level and the effort that would go into configuring and implementing that design and this design could apply to any workflow or most workflow that we support today right yes this is one service that applies across all of our workflow so if you can think of an application or a capability in any of the workflow then we have workshop and other activity a part of this offering to help design a solution using those capability okay that make sense you also mentioned advisory service right and whats the difference between those and implementation service because i presume that when you sell and when you deliver an implementation service you do advise our customer so whats the difference for people who dont know yeah thats definitely true our implementation service typically include some aspect of advisory session enablement that sort of thing advisory service are more of like a standalone,Service offerings to help your organization achieve its business needs
9,9_6,implementation service typically include some aspect of advisory session enablement that sort of thing advisory service are more of like a standalone advisory service so they usually include like some sort of assessment that could be like a manual assessment where a consultant go in and review your instance customer instance and come up with recommendation it could be an automated assessment using something like our health scan tool or script sometimes it a little bit of both kind of leveraging both automated and like a manual assessment and then based on the assessment advisory service will always include recommendation based on leading practice so youll get finding from that assessment and then specific recommendation based on those finding and thats typically where the advisory service stop we dont take the next step to actually implement on those recommendation and on those finding but those finding and the recommendation are all kind of packaged up for the customer to take the,Service offerings to help your organization achieve its business needs
9,9_7,on those recommendation and on those finding but those finding and the recommendation are all kind of packaged up for the customer to take the next step with that make sense so you mentioned using our health scan tool for example but are there other specific service you can talk about or maybe one that would be of interest to our audience today yeah we have a few in this area and some are product specific one thats near and dear to my heart because i have a background in service catalog and service portfolio and it service management is a service called service catalog unified and again this is an advisory service so it includes an assessment of essentially a customer service catalog and request management posture and maturity and a consultant will come in and do an assessment mostly a manual assessment looking at the different catalog item and like the health of your request management process and the nice thing about this one and the reason it called service catalog unified is,Service offerings to help your organization achieve its business needs
9,9_8,item and like the health of your request management process and the nice thing about this one and the reason it called service catalog unified is because theyll not only look at the catalog item and the workflow and request you have in your service now instance but also those that you might have in another tool or on another platform in your environment with the goal of bringing together recommendation and consolidating all of those catalog item or workflow on your service now instance and create like a one stop shop for request fulfillment so to facilitate that there also workshop that are included a part of this service they focus on service catalog and request management process a you can imagine and there also demo that the consultant will provide around different service catalog tool like catalog builder flow designer employee center and those are all tailored based on the finding of the assessment and basically the maturity and posture of your service catalog process so for,Service offerings to help your organization achieve its business needs
9,9_9,and those are all tailored based on the finding of the assessment and basically the maturity and posture of your service catalog process so for example if the finding suggest that using order guide would be like a great way to bring together a bunch of related catalog item and workflow that might be spread out across your environment then well take extra time to focus on order guide a part of those platform demo and basically enable the customer on that tool that capability that application so that they can take those finding and act on them and this one typically a seven week engagement and again you walk away with those finding and recommendation for next step along with the enablement through the workshop and the platform demo well you must have read my mind because i wa wondering how long your service typically take so this one is seven week so one you mentioned before implementation design i presume it varies depending on the workflow it doe it varies by workflow and because of,Service offerings to help your organization achieve its business needs
9,9_10,week so one you mentioned before implementation design i presume it varies depending on the workflow it doe it varies by workflow and because of kind of the modular nature of that one there multiple tier a well so every workflow ha one im sorry two to four tier available depending on the number of workshop and application and process that you want to cover and design for that make sense so it going to vary the amount of time you spend where the customer is going to vary based on the workflow and the tier that they chose yep exactly right and last but not least you mentioned optimization and remediation service a the last category what are those service yeah optimization and remediation service are similar to advisory service they kind of fall in between implementation and advisory in a way so typically those start with again some sort of assessment thats focused on identifying improvement opportunity and then helping define a backlog of of those improvement opportunity or development,Service offerings to help your organization achieve its business needs
9,9_11,assessment thats focused on identifying improvement opportunity and then helping define a backlog of of those improvement opportunity or development task that would need to be carried out to remediate or optimize a solution and then typically you get time with one of the consultant to do handson remediation and optimization so the consultant will work with the customer based on that backlog that they define and take a set amount of those story and the consultant will actually help implement configure those story and those solution a part of the engagement itself so it like advisory with kind of an implementation yeah both of that yeah so it like a hybrid a little bit right between advisory and implementation you just take the advisory a little bit farther absolutely okay is there one specific service you can talk to me about that fall in this category yeah probably our flagship service in this category is one called cmdb amplified it another product specific offering that focus on,Service offerings to help your organization achieve its business needs
9,9_12,in this category yeah probably our flagship service in this category is one called cmdb amplified it another product specific offering that focus on cmdb and related process and application and tool this one start again with an indepth assessment the consultant come in and look at the health of your cmdb and they also use the cmdb data foundation dashboard a kind of a mean to help them assess but also to enable the customer because you can use that dashboard to kind of monitor the ongoing health of your cmdb and track your progress and maturity using that dashboard so you get enabled on the dashboard along with the assessment then youll work to prioritize kind of the key finding and like those remediation story it also includes workshop and coaching much like an advisory service would so with cmdb amplified you get workshop on cmdb governance there workshop on our common service data model which is an important thing to understand along with cmdb and then you get the remediation so,Service offerings to help your organization achieve its business needs
9,9_13,there workshop on our common service data model which is an important thing to understand along with cmdb and then you get the remediation so essentially the configuration or implementation of a subset of your remediation story and for cmdb amplified you actually get 20 hour of remediation time with a service now consultant so whatever story make the most sense to implement and leverage our service now consultant for in those 20 hour that thats what you can can walk away with along with all the other kind of prioritize story this one also a seven week engagement so similar to service catalog unified you walk away with the remediation the prioritize story and a little more enablement and understanding of cmdb and the dashboard that you can use so finally what would you recommend to someone who is interested in learning more about all of these service you talked about yeah the most important thing for u is that our customer get to value and can effectively enable all the platform,Service offerings to help your organization achieve its business needs
9,9_14,of these service you talked about yeah the most important thing for u is that our customer get to value and can effectively enable all the platform capability to solve for their business objective and desired outcome i think the best thing for you to do if youre interested in expert service or any of the offering that i mentioned today or anything in our portfolio is to reach out to your account exec they can put you in touch with your service account executive who can help advise on which service might make sense provide more detail on maybe a specific offering that you had in mind perfect well mick thank you so much for your time really appreciate it this wa very informative thank you so much im crystal clevver and im de drees and this is the servicenow accelerate podcast series you can find u and other servicenow podcasts at the servicenow community at communityservicenowcom be sure to follow u in your favorite podcast apps so you dont miss our next episode,Service offerings to help your organization achieve its business needs
10,10_0,hello im cat finch and welcome to the latest episode of the service now uk night executive circle podcast series within our podcast we speak to some of the industry most exciting innovator thought leader and senior executive all with the aim of giving you our listener the inspiration insight and market intelligence you need to help drive your organisation forward this week were speaking to gina gill the chief strategy officer for the cabinet officer the digital and data office welcome gina thank you very much im delighted to be here now in this role that youve obviously been in for a few month you are focusing on the new government digital strategy and delivering of transformation i wa really keen and interested in what you were saying about building the strategy the building the foundation sorry for this digital future for government in your view whats critical to the foundation that youre building so i think that relates to the reason that i moved to the centre in the first place so,Digital & AI transformation in the Public Sector
10,10_1,your view whats critical to the foundation that youre building so i think that relates to the reason that i moved to the centre in the first place so there were two reason that i moved the first wa i couldnt see where we were going a government digital and data so i couldnt see the vision that brings u all together were over 20000 people working across many different government department and then if you add health and local authority into that then that number get much much much bigger and i couldnt get a sense of what were collectively trying to do so i felt like we were building some great digital service and isolation but actually not necessarily solving that endtoend user experience across different department across different service across different agency so that wa reason number one having that clarity of where were going and then number two wa thing that we have called system reform i hate the name but it thing that slow down or prevent digital delivery within department so,Digital & AI transformation in the Public Sector
10,10_2,number two wa thing that we have called system reform i hate the name but it thing that slow down or prevent digital delivery within department so you know thing that if you speak if you speak to a hundred colleague the list the kind of same thing that are frustrating and those are thing that i think the centre is best placed to resolve and ha to resolve and it thing like money and incentive so how we fund digital work which isnt really aligned to digital delivery and it doesnt help u to deliver in our way it is much more aligned to kind of big infrastructure not technology infrastructure but big infrastructure project and program and big waterfall program so thats an issue for people incentive i think is the other thing so i dont think we incentivise department to work together so how do we how might we resolve that so if youre having some interest in conversation for the treasury about that and thinking about about thing we might be able to do in that space and related to that is,Digital & AI transformation in the Public Sector
10,10_3,some interest in conversation for the treasury about that and thinking about about thing we might be able to do in that space and related to that is you know we talk about efficiency a lot but again we dont we talk about efficiency within kind of a department or an agency budget not across the system and lot of and i think lot of the efficiency that we need to create is across the system so you know you think about justice the cost of recidivism is 18 billion pound a year that doesnt sit in an individual department budget right thats the cost to uk plc how do you get after that how do you create the incentive to get after that so thats money and incentive the second area from use capability and i dont mean capability within digital and data colleague i think you know weve been weve made weve made quite a lot of really good inroad into that but more broadly i think there still a lack of understanding of what digital mean across the civil service and across senior leader in the civil,Digital & AI transformation in the Public Sector
